work_id,track_id
22,668125
22,1601421
34,52948
34,573886
55,53969
55,1707695
57,23385
57,123217
81,32550
81,850947
82,46992
82,249136
82,994838
84,832848
84,1480933
84,12829746
98,43094
98,830180
98,2500978
103,499811
103,1591862
103,1938160
122,572827
122,572830
128,19300
128,38019
158,1846590
158,12758987
161,2110337
161,2145417
166,806321
166,2732827
168,1933677
168,3144065
169,249195
169,2724435
178,9144
178,10081
189,10237
189,1232276
189,3093324
221,21857
221,26358
271,36609
271,6293868
299,2556
299,837419
346,15901
346,12614268
348,1785472
348,2457708
348,3381549
348,6014786
393,20678
393,2229209
406,481043
406,1116465
406,3287884
415,486243
415,630836
415,1847929
415,2229181
420,958892
420,2738332
423,11058
423,649676
423,2515216
435,17911
435,2551164
442,33461
442,1276552
442,1630877
442,2587558
497,30241
497,857793
497,1628672
515,577800
515,686506
536,673181
536,3258096
546,30031
546,3092412
557,1773635
557,2500934
564,23891
564,300375
583,5215
583,699500
583,15166745
598,13355
598,2500059
598,11593450
601,4551
601,614076
601,1162174
606,352016
606,1401414
618,249522
618,1810267
637,27531
637,54920
646,249547
646,445163
665,32475
665,1605177
665,10439386
698,249617
698,963226
705,249623
705,369159
705,1527823
714,683474
714,901419
714,1037250
714,3093486
718,249637
718,2127173
720,23901
720,312029
738,21456
738,6297438
744,10209537
744,13902923
748,7181
748,885826
752,7967
752,1896758
758,122352
758,249691
764,20166
764,2738333
769,17455
769,1829687
795,10835
795,6012915
802,3232768
802,3242185
805,14255
805,2732770
814,18099
814,1852282
816,662984
816,708905
816,1084502
840,14373
840,44313
845,22019
845,26294
845,2597423
865,249782
865,1222656
865,1522931
873,1036662
873,1727300
873,11552558
877,403500
877,3092195
893,395277
893,1879428
893,14297593
896,249801
896,438729
896,19873486
904,18222
904,2404171
918,20572
918,23344
918,1546033
945,17306
945,424472
947,20294
947,841085
1005,20137
1005,1074631
1022,19415
1022,39956
1028,1303
1028,562528
1028,854270
1036,22016
1036,3157904
1043,875185
1043,2079672
1051,18897
1051,850869
1052,454278
1052,502560
1064,369355
1064,2468776
1077,20564
1077,32873
1098,17484
1098,51364
1117,112909
1117,250048
1167,15888
1167,1447168
1167,2585601
1173,250104
1173,483856
1203,19701
1203,6098264
1223,15164
1223,869669
1223,1082283
1230,362657
1230,1833648
1232,2632999
1232,3715218
1232,9194654
1234,1075128
1234,1342788
1234,3091438
1234,19389120
